road_key,hour,month,is_night,is_rush_hour,is_weekend,at_intersection_binary,school_zone_binary,work_zone_binary,weather_encoded,light_encoded,surface_encoded,historical_crash_rate,ADT,congestion_risk
600 WINDSOR OAKS BL,20,6,1,0,0,1.0,0,0,0.0,0.0,0.0,1,6000.0,0
S. INDEPENDENCE BLVD,8,7,0,1,0,1.0,0,0,0.0,0.0,0.0,3,73000.0,2
BAXTER RD,10,7,0,0,0,1.0,0,0,0.0,0.0,0.0,3,19000.0,1
PACIFIC AV,15,7,0,0,0,1.0,0,0,0.0,0.0,0.0,8,17000.0,1
GREAT NECK RD N,16,7,0,1,0,1.0,0,0,0.0,0.0,0.0,26,39000.0,2
4800 FERRELL PKWY,12,7,0,0,1,1.0,0,0,0.0,0.0,0.0,1,43000.0,2
100 INDEPENDENCE BL S,8,7,0,1,0,1.0,0,0,0.0,0.0,0.0,13,73000.0,2
400 INDEPENDENCE BL,12,7,0,0,0,1.0,0,0,0.0,0.0,0.0,5,73000.0,2
5200 NORTHAMPTON BL,7,7,0,1,1,1.0,0,0,0.0,0.0,0.0,2,30000.0,1
NEWTOWN RD,12,7,0,0,0,1.0,0,0,0.0,0.0,0.0,15,39000.0,2
DORSET AV,11,6,0,0,0,0.0,0,0,0.0,0.0,0.0,1,3100.0,0
VIRGINIA BEACH BL,11,6,0,0,0,1.0,0,0,0.0,0.0,0.0,57,30000.0,1
5444 VIRGINIA BEACH BL,13,5,0,0,0,1.0,0,0,0.0,0.0,0.0,3,30000.0,1
200 INDEPENDENCE BL S,7,6,0,1,0,1.0,0,0,0.0,0.0,0.0,5,73000.0,2
100 WITCHDUCK RD N,10,7,0,0,0,0.0,0,0,0.0,0.0,0.0,7,5100.0,0
INDEPENDENCE BL,8,6,0,1,0,0.0,0,0,0.0,0.0,0.0,26,73000.0,2
900 KEMPSVILLE RD,2,6,1,0,1,1.0,0,0,0.0,2.0,0.0,9,39000.0,2
1000 BLK N GREAT NECK RD,16,7,0,1,0,1.0,0,0,0.0,0.0,0.0,1,71000.0,2
5000 LYNNHAVEN PW,0,7,1,0,1,1.0,0,0,0.0,2.0,0.0,10,46000.0,2
500 ROSEMONT RD S,17,7,0,1,1,1.0,0,0,0.0,0.0,0.0,5,30000.0,1
N BIRDNECK RD,14,7,0,0,0,1.0,0,0,0.0,0.0,0.0,4,3900.0,0
5500 INDIAN RIVER RD,10,7,0,0,0,1.0,0,0,0.0,0.0,0.0,9,71000.0,2
5700 PRINCESS ANNE RD,11,7,0,0,0,0.0,0,0,0.0,0.0,0.0,6,20000.0,1
3500 PACIFIC AVE,16,7,0,1,0,1.0,0,0,0.0,0.0,0.0,1,17000.0,1
SHORE DR,15,7,0,0,1,0.0,0,0,0.0,0.0,0.0,28,9600.0,0
2200 PLEASURE HOUSE RD,18,6,0,1,0,1.0,0,0,1.0,0.0,1.0,2,16000.0,0
4900 NORTHAMPTON BL,5,7,1,0,0,1.0,0,0,0.0,1.0,0.0,1,30000.0,1
2800 HOLLAND RD,14,7,0,0,0,1.0,0,0,0.0,0.0,0.0,2,36000.0,1
1000 OCEANA BL,14,7,0,0,0,1.0,0,0,0.0,0.0,0.0,3,30000.0,1
ROSEMONT RD S,12,5,0,0,1,0.0,0,0,0.0,0.0,0.0,17,30000.0,1
1700 KEMPSVILLE RD,2,6,1,0,1,0.0,1,0,0.0,2.0,0.0,6,39000.0,2
4652 BOXFORD RD,22,7,1,0,1,1.0,0,0,0.0,3.0,0.0,1,39000.0,2
19H ST,19,7,0,0,1,1.0,0,0,0.0,0.0,0.0,1,3300.0,0
1400 KEMPSVILLE RD,14,7,0,0,0,1.0,0,0,0.0,0.0,0.0,11,39000.0,2
SOUTH PLAZA TRL,14,7,0,0,0,1.0,0,0,0.0,0.0,0.0,1,11000.0,0
500 INDEPENDENCE BL S,11,7,0,0,0,0.0,0,0,0.0,0.0,0.0,5,73000.0,2
5700 PRINCESS ANNE RD,7,7,0,1,0,1.0,0,0,2.0,0.0,1.0,6,20000.0,1
INDEPENDENCE BLV S,12,7,0,0,0,1.0,0,0,0.0,0.0,0.0,2,7900.0,0
PRINCESS ANNE RD,13,7,0,0,0,1.0,0,0,0.0,0.0,0.0,42,20000.0,1
1788 VIRGINIA BEACH BLVD,18,7,0,1,0,0.0,0,0,0.0,0.0,0.0,2,30000.0,1
1400 WENDFIELD DR,14,7,0,0,0,1.0,0,0,0.0,0.0,0.0,1,20000.0,1
S PLAZA TRL,13,7,0,0,1,1.0,0,0,2.0,0.0,1.0,2,11000.0,0
VIRGINIA BEACH BL,12,3,0,0,0,1.0,0,0,0.0,0.0,0.0,57,30000.0,1
6400 INDIAN RIVER RD,8,2,0,1,0,1.0,0,0,0.0,0.0,0.0,1,71000.0,2
1700 DONNA DR,13,3,0,0,1,0.0,0,0,0.0,0.0,0.0,1,5000.0,0
PRINCESS ANNE RD,7,3,0,1,0,1.0,0,0,0.0,0.0,0.0,42,20000.0,1
1900 LYNNHAVEN PW,9,3,0,1,0,1.0,0,0,0.0,0.0,0.0,4,46000.0,2
WITCHDUCK RD S,10,3,0,0,0,1.0,0,0,0.0,0.0,0.0,6,5100.0,0
2400 INDEPENDENCE BL S,12,3,0,0,0,1.0,0,0,0.0,0.0,0.0,1,73000.0,2
117 NEWTOWN RD,17,3,0,1,0,0.0,0,0,0.0,0.0,0.0,2,39000.0,2
900 BLK FIRST COLONIAL RD,18,3,0,1,0,1.0,0,0,1.0,2.0,1.0,1,36000.0,1
600 LYNNHAVEN PKWAY,17,3,0,1,0,0.0,0,0,0.0,0.0,0.0,1,46000.0,2
400 LYNNHAVEN PW,13,2,0,0,0,1.0,0,0,0.0,0.0,0.0,4,46000.0,2
1200 LYNNHAVEN PW,12,2,0,0,0,1.0,0,0,2.0,0.0,1.0,5,46000.0,2
FIRST COLONIAL RD,15,3,0,0,1,1.0,0,0,0.0,0.0,0.0,35,36000.0,1
2000 VIRGINIA BEACH BLVD,15,3,0,0,0,1.0,0,0,0.0,0.0,0.0,1,30000.0,1
1900 VIRGINIA BEACH BL,20,3,1,0,0,1.0,0,0,1.0,2.0,1.0,5,30000.0,1
3200 BLK. SHORE DR,14,3,0,0,0,1.0,0,0,0.0,0.0,0.0,1,20000.0,1
1900 LASKIN ROAD,16,3,0,1,0,1.0,0,0,1.0,1.0,0.0,2,3000.0,0
3000 BOW CREEK BL,16,3,0,1,0,1.0,0,0,0.0,0.0,0.0,1,5500.0,0
21ST ST,9,3,0,1,0,1.0,0,0,2.0,0.0,1.0,2,16000.0,0
1200 FIRST COLONIAL RD,8,3,0,1,0,1.0,0,0,0.0,0.0,0.0,2,36000.0,1
2600 WEST NECK RD,7,3,0,1,0,1.0,0,0,2.0,0.0,1.0,4,39000.0,2
2900 LYNNHAVEN RD S,10,1,0,0,1,1.0,0,0,0.0,0.0,0.0,1,14000.0,0
INDEPENDENCE BL S,6,3,0,0,0,1.0,0,0,0.0,1.0,0.0,12,7900.0,0
4100 BLK PRINCESS ANNE RD,23,3,1,0,1,1.0,0,0,0.0,2.0,0.0,1,20000.0,1
4500 WISHART  RD,18,3,0,1,0,0.0,0,0,0.0,2.0,0.0,1,1200.0,0
3600 VIRGINIA BEACH BL,21,3,1,0,0,0.0,0,0,0.0,2.0,0.0,11,30000.0,1
3300 STONE SHORE RD,11,3,0,0,0,1.0,0,0,2.0,0.0,1.0,1,39000.0,2
3700 NORTH LANDING RD,7,3,0,1,0,0.0,0,0,0.0,0.0,0.0,4,39000.0,2
4700 BAXTER RD,17,2,0,1,0,1.0,0,0,0.0,1.0,0.0,12,19000.0,1
1541 CENTERVILLE TRNP,19,3,0,0,0,1.0,0,0,0.0,2.0,0.0,1,19000.0,1
5900 INDIAN RIVER RD,16,2,0,1,0,0.0,0,0,0.0,0.0,0.0,6,71000.0,2
3500 BLOCK HOLLAND ROAD,15,3,0,0,0,1.0,0,0,0.0,0.0,0.0,1,36000.0,1
3900 INVERNESS RD,22,1,1,0,1,1.0,0,0,0.0,2.0,0.0,1,1100.0,0
996 WINDSOR OAKS BL,6,2,0,0,1,0.0,1,0,0.0,1.0,0.0,1,6000.0,0
4800 FERRELL PW,14,2,0,0,0,0.0,0,0,0.0,0.0,0.0,9,43000.0,2
4200 HOLLAND RD,13,2,0,0,1,0.0,0,0,0.0,0.0,0.0,8,36000.0,1
500 NEWTOWN RD,19,2,0,0,1,0.0,0,0,0.0,2.0,0.0,3,39000.0,2
198 INDEPENDENCE BL,19,2,0,0,1,1.0,0,0,0.0,2.0,0.0,1,73000.0,2
LYNNHAVEN PW,14,2,0,0,1,1.0,0,0,0.0,0.0,0.0,32,46000.0,2
LYNNHAVEN PW,9,2,0,1,0,1.0,0,0,0.0,0.0,0.0,32,46000.0,2
1300 OCEANA BLVD,16,3,0,1,0,1.0,0,0,0.0,0.0,0.0,2,30000.0,1
5600 BAKER CT,23,1,1,0,0,1.0,0,0,0.0,2.0,0.0,1,5000.0,0
22ND ST,6,3,0,0,0,1.0,0,0,0.0,0.0,0.0,14,13000.0,0
GREAT NECK RD N,8,3,0,1,0,1.0,0,0,0.0,0.0,0.0,26,39000.0,2
500 22ND ST,12,3,0,0,0,1.0,0,0,0.0,0.0,0.0,3,13000.0,0
1700 BOLD RULER DR,12,3,0,0,0,0.0,0,0,0.0,0.0,0.0,1,20000.0,1
REON DR,15,3,0,0,0,1.0,0,0,0.0,0.0,0.0,2,20000.0,1
300 LONDON BRIDGE RD,17,3,0,1,0,0.0,0,0,0.0,0.0,0.0,1,33000.0,1
2000 LYNNHAVEN PW,16,3,0,1,0,0.0,0,0,0.0,0.0,0.0,14,46000.0,2
LONDON BRIDGE RD,8,3,0,1,0,1.0,0,0,0.0,0.0,0.0,20,33000.0,1
3900 PRINCESS ANNE RD,14,3,0,0,0,0.0,0,0,0.0,0.0,0.0,6,20000.0,1
LYNNHAVEN PW,14,3,0,0,1,1.0,0,0,0.0,0.0,0.0,32,46000.0,2
1013 TEALWOOD DR,18,3,0,1,1,0.0,0,0,0.0,2.0,0.0,1,9400.0,0
6600 INDIAN RIVER D,15,3,0,0,0,1.0,0,0,0.0,0.0,0.0,1,71000.0,2
LEVEL GREEN BLVD,14,3,0,0,0,1.0,0,0,0.0,0.0,0.0,1,1900.0,0
GREEN LAW DR,16,3,0,1,0,0.0,0,0,0.0,0.0,0.0,1,5000.0,0
1300 KEMPSVILLE RD,17,3,0,1,0,0.0,0,0,0.0,0.0,0.0,7,39000.0,2
400 PARLIMENT DR S,20,3,1,0,0,1.0,0,0,0.0,2.0,0.0,1,20000.0,1
3000 LYNNHAVEN RD S,17,2,0,1,0,1.0,1,0,0.0,2.0,0.0,3,14000.0,0
300 ROSEMONT RD S,17,3,0,1,0,1.0,0,0,0.0,0.0,0.0,4,30000.0,1
500 LYNNHAVEN PW,16,3,0,1,0,0.0,0,0,0.0,0.0,0.0,8,46000.0,2
1000 LYNNHAVEN PW,16,3,0,1,0,1.0,0,0,0.0,0.0,0.0,2,46000.0,2
DAM NECK RD,18,3,0,1,0,1.0,0,0,2.0,2.0,1.0,23,36000.0,1
3341 HOLLAND RD,14,2,0,0,0,0.0,1,0,0.0,0.0,0.0,1,36000.0,1
2600 NORTH LANDING RD,11,3,0,0,1,0.0,0,0,0.0,0.0,0.0,3,39000.0,2
DAM NECK RD,12,3,0,0,0,1.0,0,0,0.0,0.0,0.0,23,36000.0,1
FIRST COLONIAL RD,7,2,0,1,1,1.0,0,0,0.0,0.0,0.0,35,36000.0,1
BAY POINT DR,10,3,0,0,0,0.0,0,0,0.0,0.0,0.0,1,5000.0,0
5300 KEMPSRIVER DR,11,2,0,0,0,1.0,0,0,0.0,0.0,0.0,4,20000.0,1
3700 HOLLAND RD,8,3,0,1,0,1.0,0,0,0.0,0.0,0.0,9,36000.0,1
1500 PRINCESS ANNE ROAD,21,2,1,0,0,1.0,0,0,0.0,2.0,0.0,1,20000.0,1
3900 BLK BONNEY RD,19,3,0,0,0,0.0,0,0,0.0,2.0,0.0,1,12000.0,0
3700 HOLLAND RD,8,3,0,1,0,1.0,0,0,0.0,0.0,0.0,9,36000.0,1
1300 BLOCK NORTH GREAT NECK ROAD,18,2,0,1,1,0.0,0,0,2.0,1.0,1.0,1,71000.0,2
800 BLK 23 RD ST,15,3,0,0,0,1.0,0,0,0.0,0.0,0.0,1,39000.0,2
4800 SHORE DR,15,2,0,0,1,1.0,0,0,0.0,0.0,0.0,5,5000.0,0
200 INDEPENDENCE,20,3,1,0,1,1.0,0,0,0.0,3.0,0.0,2,73000.0,2
4901 WESTGROVE RD,18,3,0,1,1,0.0,0,0,0.0,1.0,0.0,1,39000.0,2
4097 SHORE DRIVE,17,2,0,1,0,1.0,0,0,0.0,0.0,0.0,1,5000.0,0
700 19TH ST,7,2,0,1,0,1.0,0,0,0.0,0.0,0.0,1,3300.0,0
300 INDEPENDENCE BL S,6,3,0,0,0,1.0,0,0,0.0,1.0,0.0,8,73000.0,2
500 INDEPENDENCE BL,10,3,0,0,0,1.0,0,0,0.0,0.0,0.0,1,73000.0,2
3600 VIRGINIA BEACH BL,18,3,0,1,0,1.0,0,0,0.0,1.0,0.0,11,30000.0,1
936 INDEPENDENCE,14,3,0,0,0,0.0,0,0,0.0,0.0,0.0,1,73000.0,2
129 WITCHDUCK RD N,17,3,0,1,0,1.0,0,0,2.0,2.0,1.0,1,5100.0,0
2400 BLK VIRGINIA BEACH BLVD,18,3,0,1,0,0.0,0,0,0.0,1.0,0.0,2,73000.0,2
1100 BLOCK LYNNHAVEN PARKWAY,21,2,1,0,1,1.0,0,0,0.0,2.0,0.0,1,46000.0,2
1300 DIAMOND SPRINGS RD,8,2,0,1,0,0.0,0,0,0.0,0.0,0.0,6,22000.0,1
VIRGINIA BEACH BL,10,2,0,0,1,1.0,0,0,0.0,0.0,0.0,57,30000.0,1
INDIAN RIVER RD,7,3,0,1,0,0.0,0,0,2.0,0.0,1.0,28,71000.0,2
VIRGINIA BEACH BL,12,2,0,0,0,0.0,0,0,0.0,0.0,0.0,57,30000.0,1
5000 VIRGINIA BEACH BL,11,2,0,0,0,0.0,0,0,0.0,0.0,0.0,4,30000.0,1
INDEPENDENCE BL,7,2,0,1,0,0.0,0,0,0.0,0.0,0.0,26,73000.0,2
VIRGINIA BEACH BL,11,2,0,0,0,1.0,0,0,0.0,0.0,0.0,57,30000.0,1
WESTERFIELD RD,6,2,0,0,0,0.0,0,0,0.0,1.0,0.0,1,19000.0,1
NORTHAMPTON BL,12,2,0,0,1,0.0,0,0,2.0,0.0,1.0,23,30000.0,1
1100 INDEPENDENCE BL,11,2,0,0,0,1.0,0,0,0.0,0.0,0.0,3,73000.0,2
WEBLIN DR,11,2,0,0,1,1.0,0,0,0.0,0.0,0.0,3,9600.0,0
ROSEMONT RD,15,2,0,0,0,1.0,0,0,0.0,0.0,0.0,2,30000.0,1
1900 PRINCESS ANNE RD,9,3,0,1,0,0.0,0,0,0.0,0.0,0.0,2,20000.0,1
SOUTH ROSEMONT RD,19,2,0,0,0,1.0,0,0,0.0,2.0,0.0,1,30000.0,1
600 BAKER RD,2,1,1,0,1,1.0,0,0,0.0,2.0,0.0,6,5000.0,0
800 ROSEMONT RD S,10,3,0,0,0,0.0,0,0,0.0,0.0,0.0,5,30000.0,1
4700 EUCLID DR,14,2,0,0,0,0.0,0,0,0.0,0.0,0.0,1,6700.0,0
1700 INDEPENDENCE BL S,7,2,0,1,0,1.0,0,0,0.0,0.0,0.0,1,73000.0,2
1600 INDEPENDENCE BL S,11,2,0,0,0,1.0,0,0,0.0,0.0,0.0,2,73000.0,2
1767 MICHAEL LA BOUVE DRIVE,11,2,0,0,0,1.0,0,0,0.0,0.0,0.0,1,20000.0,1
LONDON BRIDGE RD,11,2,0,0,0,1.0,0,0,0.0,0.0,0.0,20,33000.0,1
500 BLOCK LYNNHAVEN PARKWAY,19,3,0,0,0,0.0,0,0,0.0,2.0,0.0,3,46000.0,2
1200 OCEANA BLVD,17,3,0,1,0,0.0,0,0,0.0,0.0,0.0,1,30000.0,1
2324 ROCK LAKE LOOP,18,2,0,1,1,1.0,0,0,0.0,2.0,0.0,1,120.0,0
2200 BLOCK OF PRINCESS ANNE ROAD,17,2,0,1,0,0.0,0,0,0.0,0.0,0.0,1,20000.0,1
SILINA DR,13,2,0,0,0,1.0,0,0,0.0,0.0,0.0,3,6700.0,0
5800 NORTHAMPTON BL,7,2,0,1,0,0.0,0,0,0.0,0.0,0.0,14,30000.0,1
600 WITCHDUCK RD N,12,2,0,0,0,1.0,0,0,0.0,0.0,0.0,1,5100.0,0
5100 VIRGINIA BEACH BL,13,2,0,0,1,0.0,0,0,0.0,0.0,0.0,10,30000.0,1
4700 COLUMBUS ST,15,2,0,0,0,1.0,0,0,0.0,0.0,0.0,3,15000.0,0
100 S INDEPENDENCE,18,2,0,1,1,0.0,0,0,2.0,2.0,1.0,1,7900.0,0
3900 VIRGINIA BEACH BL,15,3,0,0,0,1.0,0,0,0.0,0.0,0.0,4,30000.0,1
5233 FAIRFIELD BL,22,2,1,0,0,1.0,0,0,0.0,1.0,0.0,1,30000.0,1
2100 VIRGINIA BEACH BL,8,3,0,1,0,0.0,0,0,2.0,0.0,1.0,1,30000.0,1
1340 GREAT NECK RD N,13,3,0,0,1,0.0,0,0,0.0,0.0,0.0,1,39000.0,2
1500 INDEPENDENCE BL S,10,2,0,0,0,1.0,0,0,0.0,0.0,0.0,3,73000.0,2
1600 VIRGINIA BEACH BL,8,3,0,1,0,1.0,0,0,2.0,0.0,1.0,2,30000.0,1
800 FIRST COLONIAL RD,15,3,0,0,0,1.0,0,0,2.0,0.0,1.0,4,36000.0,1
2200 PARKS AVE,15,3,0,0,0,1.0,0,0,2.0,0.0,1.0,2,80.0,0
5100 SHELL RD,22,2,1,0,0,1.0,0,0,0.0,2.0,0.0,2,700.0,0
5000 FERRELL PW,22,2,1,0,0,1.0,0,0,0.0,2.0,0.0,23,43000.0,2
1968 SANDBRIDGE RD,7,2,0,1,0,1.0,1,0,0.0,0.0,0.0,1,13000.0,0
4300 DAM NECK,18,2,0,1,1,1.0,0,0,0.0,2.0,0.0,1,36000.0,1
500 KEMPSVILLE RD,18,2,0,1,0,1.0,0,0,0.0,2.0,0.0,7,39000.0,2
1500 LYNNHAVEN PW,22,1,1,0,1,1.0,0,0,0.0,2.0,0.0,5,46000.0,2
1900 KEMPSVILLE RD,13,2,0,0,0,0.0,0,0,0.0,0.0,0.0,3,39000.0,2
VIRGINIA BEACH BL,6,1,0,0,1,0.0,0,0,0.0,1.0,0.0,57,30000.0,1
300 INDEPENDENCE BL,10,2,0,0,1,1.0,0,0,0.0,0.0,0.0,3,73000.0,2
19 TH ST,14,1,0,0,1,1.0,0,0,2.0,0.0,1.0,1,3300.0,0
4700 VIRGINIA BEACH BLVD,19,2,0,0,0,0.0,0,0,0.0,2.0,0.0,1,30000.0,1
4700 PEMBROKE BL,16,2,0,1,0,1.0,0,0,0.0,0.0,0.0,1,3800.0,0
5000 CLEVELAND ST,21,2,1,0,0,1.0,0,0,0.0,2.0,0.0,3,9600.0,0
FIRST COLONIAL RD,14,2,0,0,0,1.0,0,0,0.0,0.0,0.0,35,36000.0,1
1700 LONDON BRIDGE RD,13,2,0,0,1,1.0,0,0,0.0,0.0,0.0,4,33000.0,1
4600 PRINCESS ANNE RD,16,2,0,1,0,0.0,1,0,0.0,0.0,0.0,9,20000.0,1
300 BLOCK FIRST  COLONIAL ROAD,15,2,0,0,0,0.0,0,0,0.0,0.0,0.0,1,36000.0,1
INDIAN RIVER RD,19,2,0,0,0,1.0,0,0,0.0,2.0,0.0,28,71000.0,2
2900 INDEPENDENCE BL S,20,2,1,0,0,1.0,0,0,0.0,2.0,0.0,1,73000.0,2
400 S. INDEPENDENCE BLVD,15,2,0,0,0,0.0,0,0,0.0,0.0,0.0,2,73000.0,2
5300 KEMPSVILLE RD,20,2,1,0,1,0.0,0,0,0.0,2.0,0.0,1,39000.0,2
600 ROSEMONT RD S,15,2,0,0,0,0.0,0,0,0.0,0.0,0.0,6,30000.0,1
5400 GREENWICH RD,16,2,0,1,0,1.0,0,0,0.0,0.0,0.0,1,1600.0,0
1700 LAKE CHRISTOPHER DR,19,2,0,0,0,0.0,0,0,0.0,2.0,0.0,1,20000.0,1
6000 INDIAN RIVER RD,15,2,0,0,0,1.0,0,0,0.0,0.0,0.0,8,71000.0,2
500 ROSEMONT RD S,18,2,0,1,0,1.0,0,0,0.0,2.0,0.0,5,30000.0,1
200 WITCHDUCK RD S,18,2,0,1,0,0.0,0,0,0.0,2.0,0.0,4,5100.0,0
500 GREEN MEADOWS,17,2,0,1,0,1.0,0,0,0.0,0.0,0.0,1,4100.0,0
3700 S PLAZA TRL,14,2,0,0,0,1.0,0,0,0.0,0.0,0.0,1,11000.0,0
4500 PRINCESS ANNE RD,16,2,0,1,0,1.0,0,0,0.0,0.0,0.0,5,20000.0,1
2200 BLK LYNNHAVEN PKWY,15,2,0,0,0,1.0,0,0,0.0,0.0,0.0,1,46000.0,2
HOLLAND RD,20,2,1,0,0,1.0,0,0,0.0,2.0,0.0,23,36000.0,1
800 WINDSOR OAKS BL,23,2,1,0,0,1.0,0,0,0.0,2.0,0.0,1,6000.0,0
DAM NECK RD,8,2,0,1,0,1.0,0,0,0.0,0.0,0.0,23,36000.0,1
4600 COLUMBUS ST,14,2,0,0,0,1.0,0,0,0.0,0.0,0.0,4,15000.0,0
400 INDEPENDENCE BL,7,2,0,1,0,1.0,0,0,0.0,0.0,0.0,5,73000.0,2
INDEPENDENCE BL,14,2,0,0,0,1.0,0,0,0.0,0.0,0.0,26,73000.0,2
N. WITCHDUCK ROAD,1,2,1,0,0,0.0,0,0,0.0,2.0,0.0,1,5100.0,0
4000 BLK SHORE DR,14,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,20000.0,1
LITTLE NECK RD,11,2,0,0,0,1.0,0,0,0.0,0.0,0.0,6,16000.0,0
FIRST ST,13,2,0,0,0,1.0,0,0,0.0,0.0,0.0,1,36000.0,1
WITCHDUCK RD,11,2,0,0,0,1.0,0,0,0.0,0.0,0.0,2,5100.0,0
5100 CLEVELAND ST,12,2,0,0,0,0.0,0,0,0.0,0.0,0.0,1,9600.0,0
1500 MILL DAM RD,15,2,0,0,0,1.0,0,0,0.0,0.0,0.0,1,8500.0,0
LONDON BRIDGE RD,15,2,0,0,1,1.0,0,0,0.0,0.0,0.0,20,33000.0,1
1800 VILLAGE RD,18,2,0,1,0,1.0,0,0,0.0,2.0,0.0,2,39000.0,2
2400 SHORE DR,20,2,1,0,0,1.0,0,0,0.0,3.0,0.0,1,5000.0,0
1100 LYNNHAVEN PW,13,1,0,0,0,0.0,0,0,3.0,0.0,0.0,2,46000.0,2
2300 LONDON BRIDGE RD,7,2,0,1,0,1.0,0,0,0.0,0.0,0.0,2,33000.0,1
1400 LYNNHAVEN PW,7,2,0,1,0,0.0,0,0,0.0,0.0,0.0,4,46000.0,2
WINDSOR OAKS BL,7,2,0,1,0,1.0,0,0,2.0,0.0,1.0,1,6000.0,0
2800 DAM NECK RD,9,2,0,1,0,1.0,0,0,0.0,0.0,0.0,3,36000.0,1
1600 UPTON DR,22,2,1,0,0,1.0,0,0,0.0,2.0,0.0,1,5000.0,0
5108 VIRGINIA BEACH BLVD,9,1,0,1,0,0.0,1,0,0.0,0.0,0.0,1,30000.0,1
3300 HOLLAND RD,11,2,0,0,1,1.0,0,0,0.0,0.0,0.0,8,36000.0,1
BIRDNECK RD N,14,2,0,0,1,1.0,0,0,0.0,0.0,0.0,6,3900.0,0
900 KEMPSVILLE RD,9,2,0,1,0,0.0,0,0,0.0,0.0,0.0,9,39000.0,2
5700 NORTHAMPTON BL,14,1,0,0,0,1.0,0,0,0.0,0.0,0.0,15,30000.0,1
1200 SANDBRIDGE RD,19,2,0,0,0,0.0,0,0,0.0,2.0,0.0,1,13000.0,0
3200 CHESTERTON CT,9,2,0,1,0,0.0,0,0,0.0,0.0,0.0,1,8400.0,0
KEMPSRIVER DR,15,2,0,0,1,1.0,0,0,0.0,0.0,0.0,1,5000.0,0
LYNNHAVEN PW,17,2,0,1,1,0.0,0,0,2.0,2.0,1.0,32,46000.0,2
LYNNHAVEN RD S,9,2,0,1,0,1.0,0,0,0.0,0.0,0.0,4,14000.0,0
712 LITTLE NECK RD,16,2,0,1,0,1.0,0,0,0.0,0.0,0.0,1,16000.0,0
WITCHDUCK RD S,14,2,0,0,0,1.0,0,0,0.0,0.0,0.0,6,5100.0,0
2300 DAM NECK RD,15,2,0,0,1,1.0,0,0,0.0,0.0,0.0,2,36000.0,1
300 NEWTOWN RD,19,2,0,0,1,1.0,0,0,0.0,2.0,0.0,2,39000.0,2
VIRGINIA BEACH BLVD,7,2,0,1,0,1.0,0,0,0.0,0.0,0.0,21,30000.0,1
PRINCESS ANNE ROAD,21,2,1,0,0,1.0,0,0,0.0,2.0,0.0,6,20000.0,1
1700 ABBEYVILLE RD,12,2,0,0,0,1.0,0,0,0.0,1.0,0.0,1,39000.0,2
1668 KEMPSVILLE RD,7,2,0,1,0,1.0,1,0,0.0,0.0,0.0,1,39000.0,2
5300 INDIAN RIVER RD,10,2,0,0,0,1.0,0,0,0.0,0.0,0.0,13,71000.0,2
3200 HOLLAND RD,7,2,0,1,0,1.0,0,0,0.0,0.0,0.0,7,36000.0,1
2900 SHORE DR,16,2,0,1,0,1.0,0,0,0.0,0.0,0.0,8,5000.0,0
799 INDEPENDENCE BL,19,2,0,0,0,1.0,0,0,0.0,1.0,0.0,3,73000.0,2
100 WITCHDUCK R S,8,1,0,1,0,1.0,0,0,2.0,0.0,1.0,1,11000.0,0
700 LYNNHAVEN MALL LO,18,2,0,1,1,1.0,0,0,2.0,2.0,1.0,2,46000.0,2
500 LYNNHAVEN PW,17,2,0,1,0,0.0,0,0,0.0,1.0,0.0,8,46000.0,2
701 LYNNHAVEN PW,19,2,0,0,0,0.0,0,0,0.0,2.0,0.0,1,46000.0,2
LYNNHAVEN N,15,2,0,0,0,1.0,0,0,0.0,0.0,0.0,1,9200.0,0
1000 MILITARY HY S,12,1,0,0,0,1.0,0,0,0.0,0.0,0.0,2,11000.0,0
1700 VIRGINIA BEACH BL,7,2,0,1,0,1.0,0,0,0.0,0.0,0.0,10,30000.0,1
800  LYNNHAVEN PARKWAY,18,2,0,1,0,0.0,0,0,0.0,2.0,0.0,1,46000.0,2
2100 SALEM ROAD,16,2,0,1,0,0.0,0,0,0.0,0.0,0.0,1,15000.0,0
2100 GENERAL BOOTH BOULEVARD,15,2,0,0,0,0.0,0,0,0.0,0.0,0.0,1,46000.0,2
1100 LASKIN RD,7,2,0,1,0,1.0,0,0,0.0,0.0,0.0,2,3000.0,0
900 FIRST COLONIAL RD,9,2,0,1,0,1.0,0,0,0.0,0.0,0.0,8,36000.0,1
3800 DAM NECK RD,15,2,0,0,0,1.0,0,0,0.0,0.0,0.0,4,36000.0,1
SILINA DR,17,2,0,1,0,1.0,0,0,0.0,1.0,0.0,3,6700.0,0
PRINCESS ANNE RD,17,2,0,1,0,1.0,0,0,2.0,0.0,1.0,42,20000.0,1
PACIFIC AV,17,2,0,1,0,1.0,0,0,0.0,0.0,0.0,8,17000.0,1
GENERAL BOOTH BL,18,2,0,1,0,0.0,0,0,0.0,2.0,0.0,7,46000.0,2
4100 PRINCESS ANNE RD,11,2,0,0,0,1.0,0,0,0.0,0.0,0.0,7,20000.0,1
2900 SHIPPS CORNER,12,2,0,0,1,0.0,0,0,2.0,0.0,1.0,1,7400.0,0
S. INDEPENDENCE BOULEVARD,18,1,0,1,0,1.0,0,0,0.0,2.0,1.0,2,73000.0,2
LYNNHAVEN PW,19,2,0,0,1,1.0,0,0,0.0,2.0,0.0,32,46000.0,2
