OBJECTID,EVENT_SOURCE_ID,DATA_DATE,ROUTE_COMMON_NAME,ROUTE_NAME,HTRIS_ID,ROUTE_ALIAS,START_LABEL,END_LABEL,ADT,ADT_QUALITY,PERCENT_4_TIRE,PERCENT_BUS,PERCENT_TRUCK_2_AXLE,PERCENT_TRUCK_3_AXLE,PERCENT_TRUCK_1_TRAIL,PERCENT_TRUCK_2_TRAIL,CLASS_QUALITY_CODE,K_FACTOR,K_FACTOR_QUALITY_CODE,DIRECTION_FACTOR,AAWDT,AAWDT_QUALITY_CODE,LOC_COMP_DIRECTIONALITY_NAME,ROUTE_FROM_MEASURE,FROM_JURISDICTION,ROUTE_TO_MEASURE,TO_JURISDICTION,PEAK_SINGLE_UNIT_TRUCK,PEAK_COMBINATION_TRUCK,EVENT_LOCATION_ID,EVENT_COMPONENT_ID,MAXIMUMSCALEDENOMINATOR,ROUTE_COMMON_NAME_ADT,FROM_DISTRICT,TO_DISTRICT,RTE_TYPE_CD,RTE_ID,Shape__Length
911,405660,2024/01/01 00:00:00+00,SC-627N (Tazewell County),R-VA092SC00627NB,9200627,          ,92-631 Baptist Valley Rd; Indian Creek Rd,"92-630 E, Laurel Rd",910,G,93.51899,0.10127,0.3038,4.96203,1.11392,0,C,0.0946,F,0.5161,920,G,Bidirectional,0,Tazewell County,1.2,Tazewell County,0.40678,0.20339,1,1,24000,SC-627N (Tazewell County) - ADT 910,Bristol,Bristol,SC,1466105,2482.999013
912,742449,2020/06/30 00:00:00+00,SC-637N (Greene County),R-VA039SC00637NB,3900637,          ,0.10 MN 39-1001 Ford Ave,39-621 South River Rd,150,R,,,,,,,X,,X,,,X,Bidirectional,0.4,Greene County,2.3,Greene County,,,1,1,24000,SC-637N (Greene County) - ADT 150,Culpeper,Culpeper,SC,1408469,3685.066992
913,707159,2022/11/08 00:00:00+00,SC-771E (Botetourt County),R-VA011SC00771EB,1100771,          ,"11-657 N, Rainbow Forest Dr",11-1405 Pineway Lane,48,R,,,,,,,X,,X,,,X,Bidirectional,0.07,Botetourt County,0.93,Botetourt County,,,1,1,24000,SC-771E (Botetourt County) - ADT 48,Salem,Salem,SC,1954124,1696.624278
914,731234,2019/01/09 00:00:00+00,SC-5104E (Fairfax County),R-VA029SC05104EB,2905104,          ,29-5102 Olley Lane,29-5105 Dalby Lane,590,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.06,Fairfax County,,,1,1,24000,SC-5104E (Fairfax County) - ADT 590,Northern Virginia,Northern Virginia,SC,1771473,129.3361054
915,726524,2016/08/24 00:00:00+00,SC-2753E (Fairfax County),R-VA029SC02753EB,2902753,          ,29-2754 Overlook Rd,29-2666 Woodside Ct,190,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.06,Fairfax County,,,1,1,24000,SC-2753E (Fairfax County) - ADT 190,Northern Virginia,Northern Virginia,SC,1424058,119.6350723
916,788799,2019/06/13 00:00:00+00,SC-1252N (Montgomery County),R-VA060SC01252NB,6001252,          ,60-1251 Arrington,60-723 Lusters Gate Rd,440,R,,,,,,,X,,X,,,X,Bidirectional,0.17,Montgomery County,1.32,Montgomery County,,,1,1,24000,SC-1252N (Montgomery County) - ADT 440,Salem,Salem,SC,1681248,2316.797611
917,770630,2020/07/22 00:00:00+00,SC-685N (Shenandoah County),R-VA085SC00685NB,8500685,          ,85-675 Stoney Creek Rd,85-684 Stultz Gap Rd,510,R,,,,,,,X,,X,,,X,Bidirectional,0,Shenandoah County,1.35,Shenandoah County,,,1,1,24000,SC-685N (Shenandoah County) - ADT 510,Staunton,Staunton,SC,1667029,2780.246778
919,677812,2024/01/01 00:00:00+00,BUS US-58E (7 City of Virginia Beach),R-VA   US00058EBBUS007,C7US00058     ,          ,Oceana Blvd,Birdneck Rd,11000,F,95.43043,1.50218,1.8751,0.97695,0.21534,0,F,0.0795,F,0.5124,12000,X,Bidirectional,1.84,City of Virginia Beach,2.692,City of Virginia Beach,0.26474,0,1,1,24000,BUS US-58E (7 City of Virginia Beach) - ADT 11000,Hampton Roads,Hampton Roads,US,1921117,1704.591027
920,716271,2018/05/31 00:00:00+00,SC-2920E (Chesterfield County),R-VA020SC02920EB,2002920,          ,20-2977 Arrowood Lane,20-2928 Crosstimbers Rd,1400,R,,,,,,,X,,X,,,X,Bidirectional,0.65,Chesterfield County,0.69,Chesterfield County,,,1,1,24000,SC-2920E (Chesterfield County) - ADT 1400,Richmond,Richmond,SC,1387795,107.5629083
921,785775,2023/08/16 00:00:00+00,SC-795N (Culpeper County),R-VA023SC00795NB,2300795,          ,23-685 Fleetwood Heights Rd,23- 676 Beverly Ford Rd,140,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,0.24,Culpeper County,,,1,1,24000,SC-795N (Culpeper County) - ADT 140,Culpeper,Culpeper,SC,1626284,438.0012837
922,716406,2018/07/02 00:00:00+00,SC-2992E (Chesterfield County),R-VA020SC02992EB,2002992,          ,20-2994 Two Notch Ct,Cul-de-Sac,120,T,,,,,,,X,,X,,,X,Bidirectional,0.08,Chesterfield County,0.18,Chesterfield County,,,1,1,24000,SC-2992E (Chesterfield County) - ADT 120,Richmond,Richmond,SC,2169421,175.8283986
923,770452,2020/07/07 00:00:00+00,SC-620N (Shenandoah County),R-VA085SC00620NB,8500620,          ,85-823 Clicks Lane,85-815 Strickler Lane,170,R,,,,,,,X,,X,,,X,Bidirectional,0.6,Shenandoah County,1.35,Shenandoah County,,,1,1,24000,SC-620N (Shenandoah County) - ADT 170,Staunton,Staunton,SC,1666567,1686.743799
924,793042,2020/07/27 00:00:00+00,SC-1138E (Greene County),R-VA039SC01138EB,3901138,          ,39-670 Preddy Creek Rd,Cul-de-Sac,110,T,,,,,,,X,,X,,,X,Bidirectional,0,Greene County,0.34,Greene County,,,1,1,48000,SC-1138E (Greene County) - ADT 110,Culpeper,Culpeper,SC,1409203,673.8155404
925,727523,2003/07/16 00:00:00+00,SC-3157E (Fairfax County),R-VA029SC03157EB,2903157,          ,29-623 Ferry Landing Rd,Dead End,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.13,Fairfax County,,,1,1,24000,SC-3157E (Fairfax County) - ADT 70,Northern Virginia,Northern Virginia,SC,1771858,262.6464301
926,779536,2019/05/08 00:00:00+00,SC-1261N (York County),R-VA099SC01261NB,9901261,          ,99-1257 Sharon Dr,Cul-de-Sac,80,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.07,York County,,,1,1,24000,SC-1261N (York County) - ADT 80,Hampton Roads,Hampton Roads,SC,1596079,128.7102575
927,779431,2022/01/26 00:00:00+00,SC-1209E (York County),R-VA099SC01209EB,9901209,          ,99-1204 Cockletown Rd,99-1206 York Lane,150,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.08,York County,,,1,1,24000,SC-1209E (York County) - ADT 150,Hampton Roads,Hampton Roads,SC,1713627,172.0538383
928,753953,2024/01/01 00:00:00+00,SC-664E (Montgomery County),R-VA060SC00664EB,6000664,          ,ECL Radford,"60-787 W, Wintergreen Dr",180,G,94.32989,2.57732,0.25773,2.57732,0.25773,0,C,0.1232,F,0.68,190,G,Bidirectional,0,Montgomery County,1.02,Montgomery County,0.4928,0,1,1,200000,SC-664E (Montgomery County) - ADT 180,Salem,Salem,SC,2220967,2068.395631
929,770736,2024/01/01 00:00:00+00,SC-720E (Shenandoah County),R-VA085SC00720EB,8500720,          ,"85-721 S, Kelly Rd",SR 42 Senedo Rd,640,G,98.32669,0.39841,0.79681,0.31873,0.15936,0,C,0.1003,F,0.5902,630,G,Bidirectional,9.1,Shenandoah County,9.8,Shenandoah County,0,0.16449,1,1,24000,SC-720E (Shenandoah County) - ADT 640,Staunton,Staunton,SC,1898889,1437.119511
930,770519,2017/09/14 00:00:00+00,SC-648N (Shenandoah County),R-VA085SC00648NB,8500648,          ,Dead End; Gap,85-788 Strasburg Reservior Rd,60,R,,,,,,,X,,X,,,X,Bidirectional,1,Shenandoah County,1.4,Shenandoah County,,,1,1,24000,SC-648N (Shenandoah County) - ADT 60,Staunton,Staunton,SC,1666687,2009.492211
932,705298,2022/12/07 00:00:00+00,SC-1728E (Augusta County),R-VA007SC01728EB,701728,          ,07-1727 Gateway Rd,Dead End,110,T,,,,,,,X,,X,,,X,Bidirectional,0.21,Augusta County,0.32,Augusta County,,,1,1,24000,SC-1728E (Augusta County) - ADT 110,Staunton,Staunton,SC,1953174,351.2531886
933,716805,2018/07/02 00:00:00+00,SC-3199N (Chesterfield County),R-VA020SC03199NB,2003199,          ,20-3198 Mountain Pine Terrace,Dead End,20,T,,,,,,,X,,X,,,X,Bidirectional,0.1,Chesterfield County,0.13,Chesterfield County,,,1,1,24000,SC-3199N (Chesterfield County) - ADT 20,Richmond,Richmond,SC,1388203,60.96236497
934,720109,2014/08/13 00:00:00+00,SC-721E (Culpeper County),R-VA023SC00721EB,2300721,          ,"US 15 N, James Madison Hwy","US 15 S, James Madison Hwy",50,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,1.1,Culpeper County,,,1,1,24000,SC-721E (Culpeper County) - ADT 50,Culpeper,Culpeper,SC,2174563,2044.138323
935,602083,2024/01/01 00:00:00+00,Prince ST (PR - City of Alexandria),S-VA100PR PRINCE ST,10307,          ,SR 400 Washington St,Fairfax St,1600,F,95.72123,1.4574,2.57848,0.2429,0,0,C,0.1008,F,0.7043,1800,X,Bidirectional,0.18,City of Alexandria,0.4,City of Alexandria,0.21672,0,1,1,24000,Prince ST (PR - City of Alexandria) - ADT 1600,Northern Virginia,Northern Virginia,ST,9067599,490.616254
936,796893,2018/08/08 00:00:00+00,SC-7359N (Chesterfield County),R-VA020SC07359NB,2007359,          ,20-7276 Charter Walk Lane,Cul-de-Sac,70,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.03,Chesterfield County,,,1,1,24000,SC-7359N (Chesterfield County) - ADT 70,Richmond,Richmond,SC,2551542,64.17028743
937,779691,2019/06/12 00:00:00+00,SC-1374N (York County),R-VA099SC01374NB,9901374,          ,99-632 Old Wormley Creek Rd,Cul-de-Sac,100,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.2,York County,,,1,1,24000,SC-1374N (York County) - ADT 100,Hampton Roads,Hampton Roads,SC,2248654,412.2225273
938,791557,2009/04/28 00:00:00+00,SC-8864E (Fairfax County),R-VA029SC08864EB,2908864,          ,29-8865 Preserve Court,29-602 Seneca Rd,450,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.11,Fairfax County,,,1,1,24000,SC-8864E (Fairfax County) - ADT 450,Northern Virginia,Northern Virginia,SC,1426911,229.0584043
939,792789,2016/07/13 00:00:00+00,SC-5479N (Chesterfield County),R-VA020SC05479NB,2005479,          ,Begin Loop,20-5471 Grove Hill Rd,940,R,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.35,Chesterfield County,,,1,1,24000,SC-5479N (Chesterfield County) - ADT 940,Richmond,Richmond,SC,2173652,682.7736358
940,732267,2023/01/13 00:00:00+00,SC-5627N (Fairfax County),R-VA029SC05627NB,2905627,          ,Cul-de-Sac,29-5640 Folkstone Dr,80,T,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.06,Fairfax County,,,1,1,24000,SC-5627N (Fairfax County) - ADT 80,Northern Virginia,Northern Virginia,SC,2094461,100.268434
941,789220,2019/02/27 00:00:00+00,SC-1702S (York County),R-VA099SC01702SB,  9901702S    ,          ,99-630 Wolf Trap Rd,Cul-de-Sac,1100,R,,,,,,,X,,X,,,X,Master Non-Prime,0,York County,0.03,York County,,,1,3,24000,SC-1702S (York County) - ADT 1100,Hampton Roads,Hampton Roads,SC,2384902,76.10633892
942,707471,2019/04/18 00:00:00+00,SC-1403N (Botetourt County),R-VA011SC01403NB,1101403,          ,11-1401 Peachtree Valley Dr,Dead End,100,R,,,,,,,X,,X,,,X,Bidirectional,0,Botetourt County,0.17,Botetourt County,,,1,1,24000,SC-1403N (Botetourt County) - ADT 100,Salem,Salem,SC,2164221,343.9916549
943,794256,2021/11/10 00:00:00+00,SC-7109N (Chesterfield County),R-VA020SC07109NB,2007109,          ,Cul-de-Sac,20-7102 Welby Dr,40,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.06,Chesterfield County,,,1,1,24000,SC-7109N (Chesterfield County) - ADT 40,Richmond,Richmond,SC,2547204,138.264726
944,796876,2018/08/08 00:00:00+00,SC-7338E (Chesterfield County),R-VA020SC07338EB,2007338,          ,20-617 Ramblewood Dr,Cul-de-Sac,210,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.32,Chesterfield County,,,1,1,24000,SC-7338E (Chesterfield County) - ADT 210,Richmond,Richmond,SC,2524816,634.3497677
945,719966,2014/08/13 00:00:00+00,SC-642N (Culpeper County),R-VA023SC00642NB,2300642,          ,US 15 James Madison Hwy,1.70 MN US 15 James Madison Hwy,90,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,1.6,Culpeper County,,,1,1,24000,SC-642N (Culpeper County) - ADT 90,Culpeper,Culpeper,SC,1965839,3107.861501
946,720264,2017/01/26 00:00:00+00,SC-1104N (Culpeper County),R-VA023SC01104NB,2301104,          ,23-1112 East Court,23-603 White Shop Rd,40,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,0.23,Culpeper County,,,1,1,24000,SC-1104N (Culpeper County) - ADT 40,Culpeper,Culpeper,SC,1626415,471.2438618
947,779456,2022/01/26 00:00:00+00,SC-1221N (York County),R-VA099SC01221NB,9901221,          ,99-620 Railway Rd,Dead End,150,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.24,York County,,,1,1,24000,SC-1221N (York County) - ADT 150,Hampton Roads,Hampton Roads,SC,1940526,544.175854
948,717043,2021/08/11 00:00:00+00,SC-3337N (Chesterfield County),R-VA020SC03337NB,2003337,          ,20-2728 Scottingham Dr,20-3338 Grinell Ct,160,R,,,,,,,X,,X,,,X,Bidirectional,0.08,Chesterfield County,0.14,Chesterfield County,,,1,1,24000,SC-3337N (Chesterfield County) - ADT 160,Richmond,Richmond,SC,1391017,121.2789727
949,742452,2020/06/30 00:00:00+00,SC-637N (Greene County),R-VA039SC00637NB,3900637,          ,"39-642 N, Simms Rd",Dead End,90,R,,,,,,,X,,X,,,X,Bidirectional,4.9,Greene County,7.5,Greene County,,,1,1,24000,SC-637N (Greene County) - ADT 90,Culpeper,Culpeper,SC,1408469,5051.395519
950,302501,2024/01/01 00:00:00+00,SC-649N (Greene County),R-VA039SC00649NB,3900649,          ,39-622 Celt Rd,Blakely Ave,420,G,96.93455,1.9884,0.57995,0.4971,0,0,C,0.2069,F,0.5595,400,G,Bidirectional,0,Greene County,0.15,Greene County,1.23106,0,1,1,24000,SC-649N (Greene County) - ADT 420,Culpeper,Culpeper,SC,1408491,274.6150531
951,602046,2024/01/01 00:00:00+00,Seminary RD (PR - City of Alexandria),S-VA100PR SEMINARY RD,4620,          ,Beauregard St,Fairfax County Line; 29-716,34000,F,97.25478,1.57315,0.79047,0.24142,0.14019,0,F,0.0749,F,0.5133,36000,X,Master Prime,2,City of Alexandria,2.066,City of Alexandria,0.15205,0,1,1,400000,Seminary RD (PR - City of Alexandria) - ADT 34000,Northern Virginia,Northern Virginia,ST,9067009,136.9461315
952,716272,2018/05/31 00:00:00+00,SC-2920E (Chesterfield County),R-VA020SC02920EB,2002920,          ,20-2928 Crosstimbers Rd,20-2950 Carriage Creek Lane,1900,R,,,,,,,X,,X,,,X,Bidirectional,0.69,Chesterfield County,0.83,Chesterfield County,,,1,1,24000,SC-2920E (Chesterfield County) - ADT 1900,Richmond,Richmond,SC,1387795,243.0896936
953,753943,2019/07/31 00:00:00+00,SC-657N (Montgomery County),R-VA060SC00657NB,6000657,          ,"60-685 E, Prices Fork Rd",Dead End,270,R,,,,,,,X,,X,,,X,Bidirectional,4.77,Montgomery County,5.87,Montgomery County,,,1,1,24000,SC-657N (Montgomery County) - ADT 270,Salem,Salem,SC,2113106,2103.651575
954,793739,2021/11/10 00:00:00+00,SC-7055N (Chesterfield County),R-VA020SC07055NB,2007055,          ,20-5983 Live Oak Lane,Cul-de-Sac,160,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.11,Chesterfield County,,,1,1,24000,SC-7055N (Chesterfield County) - ADT 160,Richmond,Richmond,SC,2547164,235.0472993
955,704856,2019/07/29 00:00:00+00,SC-927N (Augusta County),R-VA007SC00927NB,700927,          ,07-742 Bailey Rd,07-616 Dam Town Rd,190,R,,,,,,,X,,X,,,X,Bidirectional,0.2,Augusta County,1.1,Augusta County,,,1,1,24000,SC-927N (Augusta County) - ADT 190,Staunton,Staunton,SC,1952873,1936.225767
956,777060,2023/03/22 00:00:00+00,SC-1304E (Washington County),R-VA095SC01304EB,9501304,          ,Dead End,95-1301 Sycamore St,90,T,,,,,,,X,,X,,,X,Bidirectional,0,Washington County,0.03,Washington County,,,1,1,24000,SC-1304E (Washington County) - ADT 90,Bristol,Bristol,SC,2146984,65.02145306
957,728455,2002/12/16 00:00:00+00,SC-3637N (Fairfax County),R-VA029SC03637NB,2903637,          ,29-3640 Winchester Cir,29-3639 Rockbridge St,120,R,,,,,,,X,,X,,,X,Bidirectional,0.16,Fairfax County,0.2,Fairfax County,,,1,1,24000,SC-3637N (Fairfax County) - ADT 120,Northern Virginia,Northern Virginia,SC,1428074,94.27219942
958,770594,2017/09/22 00:00:00+00,SC-679N (Shenandoah County),R-VA085SC00679NB,8500679,          ,SR 42 Senedo Rd,85-793 Ryman Rd,300,R,,,,,,,X,,X,,,X,Bidirectional,2.53,Shenandoah County,3.4,Shenandoah County,,,1,1,24000,SC-679N (Shenandoah County) - ADT 300,Staunton,Staunton,SC,1667012,1844.034968
959,705065,2022/11/28 00:00:00+00,SC-1320E (Augusta County),R-VA007SC01320EB,701320,          ,07-608 Long Meadow Rd,07-1321 Princeton Lane,540,T,,,,,,,X,,X,,,X,Bidirectional,0,Augusta County,0.25,Augusta County,,,1,1,24000,SC-1320E (Augusta County) - ADT 540,Staunton,Staunton,SC,1610868,509.7337112
960,784043,2020/07/15 00:00:00+00,SC-691E (Greene County),R-VA039SC00691EB,3900691,          ,Cul-de-Sac,39-690 Business Park Dr,60,T,,,,,,,X,,X,,,X,Bidirectional,0,Greene County,0.11,Greene County,,,1,1,24000,SC-691E (Greene County) - ADT 60,Culpeper,Culpeper,SC,1639369,231.5905033
961,702913,2024/09/12 00:00:00+00,SC-699N (Amelia County),R-VA004SC00699NB,400699,          ,04-662 Pine Lane,Dead End,40,T,,,,,,,X,,X,,,X,Bidirectional,0,Amelia County,0.2,Amelia County,,,1,1,24000,SC-699N (Amelia County) - ADT 40,Richmond,Richmond,SC,1951604,449.7778457
962,734859,2015/05/26 00:00:00+00,SC-7233E (Fairfax County),R-VA029SC07233EB,2907233,          ,29-804 Hunt Rd,Cul-de-Sac,270,T,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.09,Fairfax County,,,1,1,24000,SC-7233E (Fairfax County) - ADT 270,Northern Virginia,Northern Virginia,SC,1774149,163.6264458
963,707274,2022/11/15 00:00:00+00,SC-1015N (Botetourt County),R-VA011SC01015NB,1101015,          ,11-1017 Carolyn Dr,11-1016 Rachel Dr,50,R,,,,,,,X,,X,,,X,Bidirectional,0,Botetourt County,0.15,Botetourt County,,,1,1,24000,SC-1015N (Botetourt County) - ADT 50,Salem,Salem,SC,1954186,326.8805411
964,736058,2001/11/26 00:00:00+00,SC-8334E (Fairfax County),R-VA029SC08334EB,2908334,          ,29-8336 Cross Chase Circle,29-8335 Adams Chase Circle,140,R,,,,,,,X,,X,,,X,Bidirectional,0.1,Fairfax County,0.19,Fairfax County,,,1,1,24000,SC-8334E (Fairfax County) - ADT 140,Northern Virginia,Northern Virginia,SC,1423964,178.8380474
965,303716,2024/01/01 00:00:00+00,SC-613N (Warren County),R-VA093SC00613NB,9300613,          ,"93-672 Bubb Lane, Qual Hollow Rd","US 340 E, Stonewall Jackson Hwy",1200,G,93.62869,0.67511,0.97046,3.71308,1.01266,0,C,0.0854,F,0.5648,1200,G,Bidirectional,5.32,Warren County,5.63,Warren County,0.3954,0,1,1,24000,SC-613N (Warren County) - ADT 1200,Staunton,Staunton,SC,1699649,638.0521072
966,792914,2021/11/10 00:00:00+00,SC-7014E (Chesterfield County),R-VA020SC07014EB,2007014,          ,Cul-de-Sac,20-7012 Hazelnut Branch Rd,80,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.03,Chesterfield County,,,1,1,24000,SC-7014E (Chesterfield County) - ADT 80,Richmond,Richmond,SC,2530971,58.60007791
967,707521,2019/04/18 00:00:00+00,SC-1449N (Botetourt County),R-VA011SC01449NB,1101449,          ,11-1448 Bentley Bend,Cul-de-Sac,120,R,,,,,,,X,,X,,,X,Bidirectional,0,Botetourt County,0.28,Botetourt County,,,1,1,24000,SC-1449N (Botetourt County) - ADT 120,Salem,Salem,SC,1955336,527.3173284
968,707163,2022/11/08 00:00:00+00,SC-771E (Botetourt County),R-VA011SC00771EB,1100771,          ,11-1414 Little Valley Dr,11-1412 Oak Lane,740,R,,,,,,,X,,X,,,X,Bidirectional,1.324,Botetourt County,1.43,Botetourt County,,,1,1,24000,SC-771E (Botetourt County) - ADT 740,Salem,Salem,SC,1954124,189.2907225
969,720277,2023/06/27 00:00:00+00,SC-1120N (Culpeper County),R-VA023SC01120NB,2301120,          ,23-1122 Ivy Lane,Cul-de-Sac,60,R,,,,,,,X,,X,,,X,Bidirectional,0.1,Culpeper County,0.29,Culpeper County,,,1,1,24000,SC-1120N (Culpeper County) - ADT 60,Culpeper,Culpeper,SC,1626450,336.7585115
970,716946,2021/11/10 00:00:00+00,SC-3282E (Chesterfield County),R-VA020SC03282EB,2003282,          ,20-3281 Ludgate Pl,Cul-de-Sac,80,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.05,Chesterfield County,,,1,1,24000,SC-3282E (Chesterfield County) - ADT 80,Richmond,Richmond,SC,1390953,79.62896315
971,792201,2022/03/22 00:00:00+00,SC-1411N (York County),R-VA099SC01411NB,9901411,          ,99-1412 Pleasant Spring Rd,99-1410 Creek Point Cir,100,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.11,York County,,,1,1,24000,SC-1411N (York County) - ADT 100,Hampton Roads,Hampton Roads,SC,1714234,220.9284838
972,794345,2021/11/10 00:00:00+00,SC-7216N (Chesterfield County),R-VA020SC07216NB,2007216,          ,Cul-de-Sac,20-7215 Sycamore Springs Dr,70,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.04,Chesterfield County,,,1,1,24000,SC-7216N (Chesterfield County) - ADT 70,Richmond,Richmond,SC,2549006,82.5168661
973,719986,2014/08/13 00:00:00+00,SC-648N (Culpeper County),R-VA023SC00648NB,2300648,          ,"US 15 S, James Madison Hwy","US 15 N, James Madison Hwy",120,R,,,,,,,X,,X,,,X,Bidirectional,0.83,Culpeper County,2.23,Culpeper County,,,1,1,24000,SC-648N (Culpeper County) - ADT 120,Culpeper,Culpeper,SC,1626114,2095.393908
975,733611,2009/03/23 00:00:00+00,SC-6355N (Fairfax County),R-VA029SC06355NB,2906355,          ,29-4721 Glade Dr,29-6354 Taffrail Ct,340,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.04,Fairfax County,,,1,1,24000,SC-6355N (Fairfax County) - ADT 340,Northern Virginia,Northern Virginia,SC,1421991,92.86045909
976,770879,2020/07/27 00:00:00+00,SC-790E (Shenandoah County),R-VA085SC00790EB,8500790,          ,85-1320 Moore Ave,85-1322 Randall St,140,R,,,,,,,X,,X,,,X,Bidirectional,0,Shenandoah County,0.1,Shenandoah County,,,1,1,24000,SC-790E (Shenandoah County) - ADT 140,Staunton,Staunton,SC,1550241,232.9985887
977,702873,2018/03/08 00:00:00+00,SC-666N (Amelia County),R-VA004SC00666NB,400666,          ,Dead End,04-614 Dennisville Rd,140,R,,,,,,,X,,X,,,X,Bidirectional,0,Amelia County,0.9,Amelia County,,,1,1,24000,SC-666N (Amelia County) - ADT 140,Richmond,Richmond,SC,1951573,2042.754063
978,734242,2023/03/07 00:00:00+00,SC-6754N (Fairfax County),R-VA029SC06754NB,2906754,          ,Dead End,29-6382 Bird Rd,40,T,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.06,Fairfax County,,,1,1,24000,SC-6754N (Fairfax County) - ADT 40,Northern Virginia,Northern Virginia,SC,1424630,104.2098866
979,779724,2022/01/24 00:00:00+00,SC-1446E (York County),R-VA099SC01446EB,9901446,          ,99-1445 Quarter Track,Cul-de-Sac,750,R,,,,,,,X,,X,,,X,Bidirectional,0.13,York County,0.9,York County,,,1,1,24000,SC-1446E (York County) - ADT 750,Hampton Roads,Hampton Roads,SC,1714273,1559.917697
980,720221,2014/08/20 00:00:00+00,SC-1035N (Culpeper County),R-VA023SC01035NB,2301035,          ,23-633 Norman Rd,23-850 Alphin Lane,140,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,1.13,Culpeper County,,,1,1,24000,SC-1035N (Culpeper County) - ADT 140,Culpeper,Culpeper,SC,1626324,2366.385056
982,796373,2023/03/22 00:00:00+00,SC-913N (Washington County),R-VA095SC00913NB,9500913,          ,SR 91 Monroe Rd,Dead End,60,T,,,,,,,X,,X,,,X,Bidirectional,0,Washington County,0.24,Washington County,,,1,1,24000,SC-913N (Washington County) - ADT 60,Bristol,Bristol,SC,2550424,474.4658363
984,779006,2022/02/08 00:00:00+00,SC-663E (York County),R-VA099SC00663EB,9900663,          ,99-1284 Travis Circle,99-1285 Perrin Circle,670,R,,,,,,,X,,X,,,X,Bidirectional,0.15,York County,0.24,York County,,,1,1,24000,SC-663E (York County) - ADT 670,Hampton Roads,Hampton Roads,SC,1939271,171.4571451
985,731819,2005/08/02 00:00:00+00,SC-5395E (Fairfax County),R-VA029SC05395EB,2905395,          ,"29-5394 S, Kings Lake Dr","29-5394 N, Kings Lake Dr",840,R,,,,,,,X,,X,,,X,Bidirectional,0.23,Fairfax County,0.51,Fairfax County,,,1,1,24000,SC-5395E (Fairfax County) - ADT 840,Northern Virginia,Northern Virginia,SC,1773142,582.0883944
986,775953,2024/01/01 00:00:00+00,SC-723N (Tazewell County),R-VA092SC00723NB,9200723,          ,"92-724 W, Bottom Rd",SR 67 Raven Rd,2100,G,99.31386,0.11067,0.35414,0.22133,0,0,C,0.0953,F,0.5094,2200,G,Bidirectional,0.48,Tazewell County,0.56,Tazewell County,0.18012,0,1,1,24000,SC-723N (Tazewell County) - ADT 2100,Bristol,Bristol,SC,2029646,175.5591329
988,782146,2018/03/08 00:00:00+00,SC-1035E (Amelia County),R-VA004SC01035EB,401035,          ,04-628 Butlers Rd,04-1036 Red Oak Lane,320,R,,,,,,,X,,X,,,X,Bidirectional,0,Amelia County,0.18,Amelia County,,,1,1,24000,SC-1035E (Amelia County) - ADT 320,Richmond,Richmond,SC,1951726,361.796408
989,793700,2021/11/10 00:00:00+00,SC-5958N (Chesterfield County),R-VA020SC05958NB,2005958,          ,Cul-de-Sac,20-5670 Faraday Dr,150,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.1,Chesterfield County,,,1,1,24000,SC-5958N (Chesterfield County) - ADT 150,Richmond,Richmond,SC,2546948,198.6602198
990,770739,2024/01/01 00:00:00+00,SC-720E (Shenandoah County),R-VA085SC00720EB,8500720,          ,85-798 Creek Lane,85-614 South Middle Rd,40,G,100,0,0,0,0,0,C,0.2703,F,0.6,40,G,Bidirectional,13.62,Shenandoah County,15.22,Shenandoah County,0,0,1,1,24000,SC-720E (Shenandoah County) - ADT 40,Staunton,Staunton,SC,1898889,3127.794511
